PassengerId,S,C,G,Pclass,Ho,Fe,Age,SibSp,Parch,Fare,Survived
511,0,0,1,3,1,0,29,0,0,7.75,1
512,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
513,1,0,0,1,1,0,36,0,0,26.2875,1
514,0,1,0,1,0,1,54,1,0,59.4,1
515,1,0,0,3,1,0,24,0,0,7.4958,0
516,1,0,0,1,1,0,47,0,0,34.0208,0
517,1,0,0,2,0,1,34,0,0,10.5,1
518,0,0,1,3,1,0,29.985855728429986,0,0,24.15,0
519,1,0,0,2,0,1,36,1,0,26,1
520,1,0,0,3,1,0,32,0,0,7.8958,0
521,1,0,0,1,0,1,30,0,0,93.5,1
522,1,0,0,3,1,0,22,0,0,7.8958,0
523,0,1,0,3,1,0,29.985855728429986,0,0,7.225,0
524,0,1,0,1,0,1,44,0,1,57.9792,1
525,0,1,0,3,1,0,29.985855728429986,0,0,7.2292,0
526,0,0,1,3,1,0,40.5,0,0,7.75,0
527,1,0,0,2,0,1,50,0,0,10.5,1
528,1,0,0,1,1,0,29.985855728429986,0,0,221.7792,0
529,1,0,0,3,1,0,39,0,0,7.925,0
530,1,0,0,2,1,0,23,2,1,11.5,0
531,1,0,0,2,0,1,2,1,1,26,1
532,0,1,0,3,1,0,29.985855728429986,0,0,7.2292,0
533,0,1,0,3,1,0,17,1,1,7.2292,0
534,0,1,0,3,0,1,29.985855728429986,0,2,22.3583,1
535,1,0,0,3,0,1,30,0,0,8.6625,0
536,1,0,0,2,0,1,7,0,2,26.25,1
537,1,0,0,1,1,0,45,0,0,26.55,0
538,0,1,0,1,0,1,30,0,0,106.425,1
539,1,0,0,3,1,0,29.985855728429986,0,0,14.5,0
540,0,1,0,1,0,1,22,0,2,49.5,1
541,1,0,0,1,0,1,36,0,2,71,1
542,1,0,0,3,0,1,9,4,2,31.275,0
543,1,0,0,3,0,1,11,4,2,31.275,0
544,1,0,0,2,1,0,32,1,0,26,1
545,0,1,0,1,1,0,50,1,0,106.425,0
546,1,0,0,1,1,0,64,0,0,26,0
547,1,0,0,2,0,1,19,1,0,26,1
548,0,1,0,2,1,0,29.985855728429986,0,0,13.8625,1
549,1,0,0,3,1,0,33,1,1,20.525,0
550,1,0,0,2,1,0,8,1,1,36.75,1
551,0,1,0,1,1,0,17,0,2,110.8833,1
552,1,0,0,2,1,0,27,0,0,26,0
553,0,0,1,3,1,0,29.985855728429986,0,0,7.8292,0
554,0,1,0,3,1,0,22,0,0,7.225,1
555,1,0,0,3,0,1,22,0,0,7.775,1
556,1,0,0,1,1,0,62,0,0,26.55,0
557,0,1,0,1,0,1,48,1,0,39.6,1
558,0,1,0,1,1,0,29.985855728429986,0,0,227.525,0
559,1,0,0,1,0,1,39,1,1,79.65,1
560,1,0,0,3,0,1,36,1,0,17.4,1
561,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
562,1,0,0,3,1,0,40,0,0,7.8958,0
563,1,0,0,2,1,0,28,0,0,13.5,0
564,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
565,1,0,0,3,0,1,29.985855728429986,0,0,8.05,0
566,1,0,0,3,1,0,24,2,0,24.15,0
567,1,0,0,3,1,0,19,0,0,7.8958,0
568,1,0,0,3,0,1,29,0,4,21.075,0
569,0,1,0,3,1,0,29.985855728429986,0,0,7.2292,0
570,1,0,0,3,1,0,32,0,0,7.8542,1
571,1,0,0,2,1,0,62,0,0,10.5,1
572,1,0,0,1,0,1,53,2,0,51.4792,1
573,1,0,0,1,1,0,36,0,0,26.3875,1
574,0,0,1,3,0,1,29.985855728429986,0,0,7.75,1
575,1,0,0,3,1,0,16,0,0,8.05,0
576,1,0,0,3,1,0,19,0,0,14.5,0
577,1,0,0,2,0,1,34,0,0,13,1
578,1,0,0,1,0,1,39,1,0,55.9,1
579,0,1,0,3,0,1,29.985855728429986,1,0,14.4583,0
580,1,0,0,3,1,0,32,0,0,7.925,1
581,1,0,0,2,0,1,25,1,1,30,1
582,0,1,0,1,0,1,39,1,1,110.8833,1
583,1,0,0,2,1,0,54,0,0,26,0
584,0,1,0,1,1,0,36,0,0,40.125,0
585,0,1,0,3,1,0,29.985855728429986,0,0,8.7125,0
586,1,0,0,1,0,1,18,0,2,79.65,1
587,1,0,0,2,1,0,47,0,0,15,0
588,0,1,0,1,1,0,60,1,1,79.2,1
589,1,0,0,3,1,0,22,0,0,8.05,0
590,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
591,1,0,0,3,1,0,35,0,0,7.125,0
592,0,1,0,1,0,1,52,1,0,78.2667,1
593,1,0,0,3,1,0,47,0,0,7.25,0
594,0,0,1,3,0,1,29.985855728429986,0,2,7.75,0
595,1,0,0,2,1,0,37,1,0,26,0
596,1,0,0,3,1,0,36,1,1,24.15,0
597,1,0,0,2,0,1,29.985855728429986,0,0,33,1
598,1,0,0,3,1,0,49,0,0,0,0
599,0,1,0,3,1,0,29.985855728429986,0,0,7.225,0
600,0,1,0,1,1,0,49,1,0,56.9292,1
601,1,0,0,2,0,1,24,2,1,27,1
602,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
603,1,0,0,1,1,0,29.985855728429986,0,0,42.4,0
604,1,0,0,3,1,0,44,0,0,8.05,0
605,0,1,0,1,1,0,35,0,0,26.55,1
606,1,0,0,3,1,0,36,1,0,15.55,0
607,1,0,0,3,1,0,30,0,0,7.8958,0
608,1,0,0,1,1,0,27,0,0,30.5,1
609,0,1,0,2,0,1,22,1,2,41.5792,1
610,1,0,0,1,0,1,40,0,0,153.4625,1
611,1,0,0,3,0,1,39,1,5,31.275,0
612,1,0,0,3,1,0,29.985855728429986,0,0,7.05,0
613,0,0,1,3,0,1,29.985855728429986,1,0,15.5,1
614,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
615,1,0,0,3,1,0,35,0,0,8.05,0
616,1,0,0,2,0,1,24,1,2,65,1
617,1,0,0,3,1,0,34,1,1,14.4,0
618,1,0,0,3,0,1,26,1,0,16.1,0
619,1,0,0,2,0,1,4,2,1,39,1
620,1,0,0,2,1,0,26,0,0,10.5,0
621,0,1,0,3,1,0,27,1,0,14.4542,0
622,1,0,0,1,1,0,42,1,0,52.5542,1
623,0,1,0,3,1,0,20,1,1,15.7417,1
624,1,0,0,3,1,0,21,0,0,7.8542,0
625,1,0,0,3,1,0,21,0,0,16.1,0
626,1,0,0,1,1,0,61,0,0,32.3208,0
627,0,0,1,2,1,0,57,0,0,12.35,0
628,1,0,0,1,0,1,21,0,0,77.9583,1
629,1,0,0,3,1,0,26,0,0,7.8958,0
630,0,0,1,3,1,0,29.985855728429986,0,0,7.7333,0
631,1,0,0,1,1,0,80,0,0,30,1
632,1,0,0,3,1,0,51,0,0,7.0542,0
633,0,1,0,1,1,0,32,0,0,30.5,1
634,1,0,0,1,1,0,29.985855728429986,0,0,0,0
635,1,0,0,3,0,1,9,3,2,27.9,0
636,1,0,0,2,0,1,28,0,0,13,1
637,1,0,0,3,1,0,32,0,0,7.925,0
638,1,0,0,2,1,0,31,1,1,26.25,0
639,1,0,0,3,0,1,41,0,5,39.6875,0
640,1,0,0,3,1,0,29.985855728429986,1,0,16.1,0
641,1,0,0,3,1,0,20,0,0,7.8542,0
642,0,1,0,1,0,1,24,0,0,69.3,1
643,1,0,0,3,0,1,2,3,2,27.9,0
644,1,0,0,3,1,0,29.985855728429986,0,0,56.4958,1
645,0,1,0,3,0,1,0.75,2,1,19.2583,1
646,0,1,0,1,1,0,48,1,0,76.7292,1
647,1,0,0,3,1,0,19,0,0,7.8958,0
648,0,1,0,1,1,0,56,0,0,35.5,1
649,1,0,0,3,1,0,29.985855728429986,0,0,7.55,0
650,1,0,0,3,0,1,23,0,0,7.55,1
651,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
652,1,0,0,2,0,1,18,0,1,23,1
653,1,0,0,3,1,0,21,0,0,8.4333,0
654,0,0,1,3,0,1,29.985855728429986,0,0,7.8292,1
655,0,0,1,3,0,1,18,0,0,6.75,0
656,1,0,0,2,1,0,24,2,0,73.5,0
657,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
658,0,0,1,3,0,1,32,1,1,15.5,0
659,1,0,0,2,1,0,23,0,0,13,0
660,0,1,0,1,1,0,58,0,2,113.275,0
661,1,0,0,1,1,0,50,2,0,133.65,1
662,0,1,0,3,1,0,40,0,0,7.225,0
663,1,0,0,1,1,0,47,0,0,25.5875,0
664,1,0,0,3,1,0,36,0,0,7.4958,0
665,1,0,0,3,1,0,20,1,0,7.925,1
666,1,0,0,2,1,0,32,2,0,73.5,0
667,1,0,0,2,1,0,25,0,0,13,0
668,1,0,0,3,1,0,29.985855728429986,0,0,7.775,0
669,1,0,0,3,1,0,43,0,0,8.05,0
670,1,0,0,1,0,1,29.985855728429986,1,0,52,1
671,1,0,0,2,0,1,40,1,1,39,1
672,1,0,0,1,1,0,31,1,0,52,0
673,1,0,0,2,1,0,70,0,0,10.5,0
674,1,0,0,2,1,0,31,0,0,13,1
675,1,0,0,2,1,0,29.985855728429986,0,0,0,0
676,1,0,0,3,1,0,18,0,0,7.775,0
677,1,0,0,3,1,0,24.5,0,0,8.05,0
678,1,0,0,3,0,1,18,0,0,9.8417,1
679,1,0,0,3,0,1,43,1,6,46.9,0
680,0,1,0,1,1,0,36,0,1,512.3292,1
681,0,0,1,3,0,1,29.985855728429986,0,0,8.1375,0
682,0,1,0,1,1,0,27,0,0,76.7292,1
683,1,0,0,3,1,0,20,0,0,9.225,0
684,1,0,0,3,1,0,14,5,2,46.9,0
685,1,0,0,2,1,0,60,1,1,39,0
686,0,1,0,2,1,0,25,1,2,41.5792,0
687,1,0,0,3,1,0,14,4,1,39.6875,0
688,1,0,0,3,1,0,19,0,0,10.1708,0
689,1,0,0,3,1,0,18,0,0,7.7958,0
690,1,0,0,1,0,1,15,0,1,211.3375,1
691,1,0,0,1,1,0,31,1,0,57,1
692,0,1,0,3,0,1,4,0,1,13.4167,1
693,1,0,0,3,1,0,29.985855728429986,0,0,56.4958,1
694,0,1,0,3,1,0,25,0,0,7.225,0
695,1,0,0,1,1,0,60,0,0,26.55,0
696,1,0,0,2,1,0,52,0,0,13.5,0
697,1,0,0,3,1,0,44,0,0,8.05,0
698,0,0,1,3,0,1,29.985855728429986,0,0,7.7333,1
699,0,1,0,1,1,0,49,1,1,110.8833,0
700,1,0,0,3,1,0,42,0,0,7.65,0
701,0,1,0,1,0,1,18,1,0,227.525,1
702,1,0,0,1,1,0,35,0,0,26.2875,1
703,0,1,0,3,0,1,18,0,1,14.4542,0
704,0,0,1,3,1,0,25,0,0,7.7417,0
705,1,0,0,3,1,0,26,1,0,7.8542,0
706,1,0,0,2,1,0,39,0,0,26,0
707,1,0,0,2,0,1,45,0,0,13.5,1
708,1,0,0,1,1,0,42,0,0,26.2875,1
709,1,0,0,1,0,1,22,0,0,151.55,1
710,0,1,0,3,1,0,29.985855728429986,1,1,15.2458,1
711,0,1,0,1,0,1,24,0,0,49.5042,1
712,1,0,0,1,1,0,29.985855728429986,0,0,26.55,0
713,1,0,0,1,1,0,48,1,0,52,1
714,1,0,0,3,1,0,29,0,0,9.4833,0
715,1,0,0,2,1,0,52,0,0,13,0
716,1,0,0,3,1,0,19,0,0,7.65,0
717,0,1,0,1,0,1,38,0,0,227.525,1
718,1,0,0,2,0,1,27,0,0,10.5,1
719,0,0,1,3,1,0,29.985855728429986,0,0,15.5,0
720,1,0,0,3,1,0,33,0,0,7.775,0
721,1,0,0,2,0,1,6,0,1,33,1
722,1,0,0,3,1,0,17,1,0,7.0542,0
723,1,0,0,2,1,0,34,0,0,13,0
724,1,0,0,2,1,0,50,0,0,13,0
725,1,0,0,1,1,0,27,1,0,53.1,1
726,1,0,0,3,1,0,20,0,0,8.6625,0
727,1,0,0,2,0,1,30,3,0,21,1
728,0,0,1,3,0,1,29.985855728429986,0,0,7.7375,1
729,1,0,0,2,1,0,25,1,0,26,0
730,1,0,0,3,0,1,25,1,0,7.925,0
731,1,0,0,1,0,1,29,0,0,211.3375,1
732,0,1,0,3,1,0,11,0,0,18.7875,0
733,1,0,0,2,1,0,29.985855728429986,0,0,0,0
734,1,0,0,2,1,0,23,0,0,13,0
735,1,0,0,2,1,0,23,0,0,13,0
736,1,0,0,3,1,0,28.5,0,0,16.1,0
737,1,0,0,3,0,1,48,1,3,34.375,0
738,0,1,0,1,1,0,35,0,0,512.3292,1
739,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
740,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
741,1,0,0,1,1,0,29.985855728429986,0,0,30,1
742,1,0,0,1,1,0,36,1,0,78.85,0
743,0,1,0,1,0,1,21,2,2,262.375,1
744,1,0,0,3,1,0,24,1,0,16.1,0
745,1,0,0,3,1,0,31,0,0,7.925,1
746,1,0,0,1,1,0,70,1,1,71,0
747,1,0,0,3,1,0,16,1,1,20.25,0
748,1,0,0,2,0,1,30,0,0,13,1
749,1,0,0,1,1,0,19,1,0,53.1,0
750,0,0,1,3,1,0,31,0,0,7.75,0
751,1,0,0,2,0,1,4,1,1,23,1
752,1,0,0,3,1,0,6,0,1,12.475,1
753,1,0,0,3,1,0,33,0,0,9.5,0
754,1,0,0,3,1,0,23,0,0,7.8958,0
755,1,0,0,2,0,1,48,1,2,65,1
756,1,0,0,2,1,0,0.67,1,1,14.5,1
757,1,0,0,3,1,0,28,0,0,7.7958,0
758,1,0,0,2,1,0,18,0,0,11.5,0
759,1,0,0,3,1,0,34,0,0,8.05,0
760,1,0,0,1,0,1,33,0,0,86.5,1
761,1,0,0,3,1,0,29.985855728429986,0,0,14.5,0
762,1,0,0,3,1,0,41,0,0,7.125,0
763,0,1,0,3,1,0,20,0,0,7.2292,1
764,1,0,0,1,0,1,36,1,2,120,1
765,1,0,0,3,1,0,16,0,0,7.775,0
766,1,0,0,1,0,1,51,1,0,77.9583,1
767,0,1,0,1,1,0,29.985855728429986,0,0,39.6,0
768,0,0,1,3,0,1,30.5,0,0,7.75,0
769,0,0,1,3,1,0,29.985855728429986,1,0,24.15,0
770,1,0,0,3,1,0,32,0,0,8.3625,0
771,1,0,0,3,1,0,24,0,0,9.5,0
772,1,0,0,3,1,0,48,0,0,7.8542,0
773,1,0,0,2,0,1,57,0,0,10.5,0
774,0,1,0,3,1,0,29.985855728429986,0,0,7.225,0
775,1,0,0,2,0,1,54,1,3,23,1
776,1,0,0,3,1,0,18,0,0,7.75,0
777,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
778,1,0,0,3,0,1,5,0,0,12.475,1
779,0,0,1,3,1,0,29.985855728429986,0,0,7.7375,0
780,1,0,0,1,0,1,43,0,1,211.3375,1
781,0,1,0,3,0,1,13,0,0,7.2292,1
782,1,0,0,1,0,1,17,1,0,57,1
783,1,0,0,1,1,0,29,0,0,30,0
784,1,0,0,3,1,0,29.985855728429986,1,2,23.45,0
785,1,0,0,3,1,0,25,0,0,7.05,0
786,1,0,0,3,1,0,25,0,0,7.25,0
787,1,0,0,3,0,1,18,0,0,7.4958,1
788,0,0,1,3,1,0,8,4,1,29.125,0
789,1,0,0,3,1,0,1,1,2,20.575,1
790,0,1,0,1,1,0,46,0,0,79.2,0
791,0,0,1,3,1,0,29.985855728429986,0,0,7.75,0
792,1,0,0,2,1,0,16,0,0,26,0
793,1,0,0,3,0,1,29.985855728429986,8,2,69.55,0
794,0,1,0,1,1,0,29.985855728429986,0,0,30.6958,0
795,1,0,0,3,1,0,25,0,0,7.8958,0
796,1,0,0,2,1,0,39,0,0,13,0
797,1,0,0,1,0,1,49,0,0,25.9292,1
798,1,0,0,3,0,1,31,0,0,8.6833,1
799,0,1,0,3,1,0,30,0,0,7.2292,0
800,1,0,0,3,0,1,30,1,1,24.15,0
801,1,0,0,2,1,0,34,0,0,13,0
802,1,0,0,2,0,1,31,1,1,26.25,1
803,1,0,0,1,1,0,11,1,2,120,1
804,0,1,0,3,1,0,0.42,0,1,8.5167,1
805,1,0,0,3,1,0,27,0,0,6.975,1
806,1,0,0,3,1,0,31,0,0,7.775,0
807,1,0,0,1,1,0,39,0,0,0,0
808,1,0,0,3,0,1,18,0,0,7.775,0
809,1,0,0,2,1,0,39,0,0,13,0
810,1,0,0,1,0,1,33,1,0,53.1,1
811,1,0,0,3,1,0,26,0,0,7.8875,0
812,1,0,0,3,1,0,39,0,0,24.15,0
813,1,0,0,2,1,0,35,0,0,10.5,0
814,1,0,0,3,0,1,6,4,2,31.275,0
815,1,0,0,3,1,0,30.5,0,0,8.05,0
816,1,0,0,1,1,0,29.985855728429986,0,0,0,0
817,1,0,0,3,0,1,23,0,0,7.925,0
818,0,1,0,2,1,0,31,1,1,37.0042,0
819,1,0,0,3,1,0,43,0,0,6.45,0
820,1,0,0,3,1,0,10,3,2,27.9,0
821,1,0,0,1,0,1,52,1,1,93.5,1
822,1,0,0,3,1,0,27,0,0,8.6625,1
823,1,0,0,1,1,0,38,0,0,0,0
824,1,0,0,3,0,1,27,0,1,12.475,1
825,1,0,0,3,1,0,2,4,1,39.6875,0
826,0,0,1,3,1,0,29.985855728429986,0,0,6.95,0
827,1,0,0,3,1,0,29.985855728429986,0,0,56.4958,0
828,0,1,0,2,1,0,1,0,2,37.0042,1
829,0,0,1,3,1,0,29.985855728429986,0,0,7.75,1
830,0,0,0,1,0,1,62,0,0,80,1
831,0,1,0,3,0,1,15,1,0,14.4542,1
832,1,0,0,2,1,0,0.83,1,1,18.75,1
833,0,1,0,3,1,0,29.985855728429986,0,0,7.2292,0
834,1,0,0,3,1,0,23,0,0,7.8542,0
835,1,0,0,3,1,0,18,0,0,8.3,0
836,0,1,0,1,0,1,39,1,1,83.1583,1
837,1,0,0,3,1,0,21,0,0,8.6625,0
838,1,0,0,3,1,0,29.985855728429986,0,0,8.05,0
839,1,0,0,3,1,0,32,0,0,56.4958,1
840,0,1,0,1,1,0,29.985855728429986,0,0,29.7,1
841,1,0,0,3,1,0,20,0,0,7.925,0
842,1,0,0,2,1,0,16,0,0,10.5,0
843,0,1,0,1,0,1,30,0,0,31,1
844,0,1,0,3,1,0,34.5,0,0,6.4375,0
845,1,0,0,3,1,0,17,0,0,8.6625,0
846,1,0,0,3,1,0,42,0,0,7.55,0
847,1,0,0,3,1,0,29.985855728429986,8,2,69.55,0
848,0,1,0,3,1,0,35,0,0,7.8958,0
849,1,0,0,2,1,0,28,0,1,33,0
850,0,1,0,1,0,1,29.985855728429986,1,0,89.1042,1
851,1,0,0,3,1,0,4,4,2,31.275,0
852,1,0,0,3,1,0,74,0,0,7.775,0
853,0,1,0,3,0,1,9,1,1,15.2458,0
854,1,0,0,1,0,1,16,0,1,39.4,1
855,1,0,0,2,0,1,44,1,0,26,0
856,1,0,0,3,0,1,18,0,1,9.35,1
857,1,0,0,1,0,1,45,1,1,164.8667,1
858,1,0,0,1,1,0,51,0,0,26.55,1
859,0,1,0,3,0,1,24,0,3,19.2583,1
860,0,1,0,3,1,0,29.985855728429986,0,0,7.2292,0
861,1,0,0,3,1,0,41,2,0,14.1083,0
862,1,0,0,2,1,0,21,1,0,11.5,0
863,1,0,0,1,0,1,48,0,0,25.9292,1
864,1,0,0,3,0,1,29.985855728429986,8,2,69.55,0
865,1,0,0,2,1,0,24,0,0,13,0
866,1,0,0,2,0,1,42,0,0,13,1
867,0,1,0,2,0,1,27,1,0,13.8583,1
868,1,0,0,1,1,0,31,0,0,50.4958,0
869,1,0,0,3,1,0,29.985855728429986,0,0,9.5,0
870,1,0,0,3,1,0,4,1,1,11.1333,1
871,1,0,0,3,1,0,26,0,0,7.8958,0
872,1,0,0,1,0,1,47,1,1,52.5542,1
873,1,0,0,1,1,0,33,0,0,5,0
874,1,0,0,3,1,0,47,0,0,9,0
875,0,1,0,2,0,1,28,1,0,24,1
876,0,1,0,3,0,1,15,0,0,7.225,1
877,1,0,0,3,1,0,20,0,0,9.8458,0
878,1,0,0,3,1,0,19,0,0,7.8958,0
879,1,0,0,3,1,0,29.985855728429986,0,0,7.8958,0
880,0,1,0,1,0,1,56,0,1,83.1583,1
881,1,0,0,2,0,1,25,0,1,26,1
882,1,0,0,3,1,0,33,0,0,7.8958,0
883,1,0,0,3,0,1,22,0,0,10.5167,0
884,1,0,0,2,1,0,28,0,0,10.5,0
885,1,0,0,3,1,0,25,0,0,7.05,0
886,0,0,1,3,0,1,39,0,5,29.125,0
887,1,0,0,2,1,0,27,0,0,13,0
888,1,0,0,1,0,1,19,0,0,30,1
889,1,0,0,3,0,1,29.985855728429986,1,2,23.45,0
890,0,1,0,1,1,0,26,0,0,30,1
891,0,0,1,3,1,0,32,0,0,7.75,0
