PassengerId,Embarked,Pclass,Sex,Age,SibSp,Parch,Fare,Survived
700,S,3,male,42,0,0,7.65,0
701,C,1,female,18,1,0,227.525,1
702,S,1,male,35,0,0,26.2875,1
703,C,3,female,18,0,1,14.4542,0
704,Q,3,male,25,0,0,7.7417,0
705,S,3,male,26,1,0,7.8542,0
706,S,2,male,39,0,0,26,0
707,S,2,female,45,0,0,13.5,1
708,S,1,male,42,0,0,26.2875,1
709,S,1,female,22,0,0,151.55,1
710,C,3,male,,1,1,15.2458,1
711,C,1,female,24,0,0,49.5042,1
712,S,1,male,,0,0,26.55,0
713,S,1,male,48,1,0,52,1
714,S,3,male,29,0,0,9.4833,0
715,S,2,male,52,0,0,13,0
716,S,3,male,19,0,0,7.65,0
717,C,1,female,38,0,0,227.525,1
718,S,2,female,27,0,0,10.5,1
719,Q,3,male,,0,0,15.5,0
720,S,3,male,33,0,0,7.775,0
721,S,2,female,6,0,1,33,1
722,S,3,male,17,1,0,7.0542,0
723,S,2,male,34,0,0,13,0
724,S,2,male,50,0,0,13,0
725,S,1,male,27,1,0,53.1,1
726,S,3,male,20,0,0,8.6625,0
727,S,2,female,30,3,0,21,1
728,Q,3,female,,0,0,7.7375,1
729,S,2,male,25,1,0,26,0
730,S,3,female,25,1,0,7.925,0
731,S,1,female,29,0,0,211.3375,1
732,C,3,male,11,0,0,18.7875,0
733,S,2,male,,0,0,0,0
734,S,2,male,23,0,0,13,0
735,S,2,male,23,0,0,13,0
736,S,3,male,28.5,0,0,16.1,0
737,S,3,female,48,1,3,34.375,0
738,C,1,male,35,0,0,512.3292,1
739,S,3,male,,0,0,7.8958,0
740,S,3,male,,0,0,7.8958,0
741,S,1,male,,0,0,30,1
742,S,1,male,36,1,0,78.85,0
743,C,1,female,21,2,2,262.375,1
744,S,3,male,24,1,0,16.1,0
745,S,3,male,31,0,0,7.925,1
746,S,1,male,70,1,1,71,0
747,S,3,male,16,1,1,20.25,0
748,S,2,female,30,0,0,13,1
749,S,1,male,19,1,0,53.1,0
750,Q,3,male,31,0,0,7.75,0
751,S,2,female,4,1,1,23,1
752,S,3,male,6,0,1,12.475,1
753,S,3,male,33,0,0,9.5,0
754,S,3,male,23,0,0,7.8958,0
755,S,2,female,48,1,2,65,1
756,S,2,male,0.67,1,1,14.5,1
757,S,3,male,28,0,0,7.7958,0
758,S,2,male,18,0,0,11.5,0
759,S,3,male,34,0,0,8.05,0
760,S,1,female,33,0,0,86.5,1
761,S,3,male,,0,0,14.5,0
762,S,3,male,41,0,0,7.125,0
763,C,3,male,20,0,0,7.2292,1
764,S,1,female,36,1,2,120,1
765,S,3,male,16,0,0,7.775,0
766,S,1,female,51,1,0,77.9583,1
767,C,1,male,,0,0,39.6,0
768,Q,3,female,30.5,0,0,7.75,0
769,Q,3,male,,1,0,24.15,0
770,S,3,male,32,0,0,8.3625,0
771,S,3,male,24,0,0,9.5,0
772,S,3,male,48,0,0,7.8542,0
773,S,2,female,57,0,0,10.5,0
774,C,3,male,,0,0,7.225,0
775,S,2,female,54,1,3,23,1
776,S,3,male,18,0,0,7.75,0
777,Q,3,male,,0,0,7.75,0
778,S,3,female,5,0,0,12.475,1
779,Q,3,male,,0,0,7.7375,0
780,S,1,female,43,0,1,211.3375,1
781,C,3,female,13,0,0,7.2292,1
782,S,1,female,17,1,0,57,1
783,S,1,male,29,0,0,30,0
784,S,3,male,,1,2,23.45,0
785,S,3,male,25,0,0,7.05,0
786,S,3,male,25,0,0,7.25,0
787,S,3,female,18,0,0,7.4958,1
788,Q,3,male,8,4,1,29.125,0
789,S,3,male,1,1,2,20.575,1
790,C,1,male,46,0,0,79.2,0
791,Q,3,male,,0,0,7.75,0
792,S,2,male,16,0,0,26,0
793,S,3,female,,8,2,69.55,0
794,C,1,male,,0,0,30.6958,0
795,S,3,male,25,0,0,7.8958,0
796,S,2,male,39,0,0,13,0
797,S,1,female,49,0,0,25.9292,1
798,S,3,female,31,0,0,8.6833,1
799,C,3,male,30,0,0,7.2292,0
800,S,3,female,30,1,1,24.15,0
801,S,2,male,34,0,0,13,0
802,S,2,female,31,1,1,26.25,1
803,S,1,male,11,1,2,120,1
804,C,3,male,0.42,0,1,8.5167,1
805,S,3,male,27,0,0,6.975,1
806,S,3,male,31,0,0,7.775,0
807,S,1,male,39,0,0,0,0
808,S,3,female,18,0,0,7.775,0
809,S,2,male,39,0,0,13,0
810,S,1,female,33,1,0,53.1,1
811,S,3,male,26,0,0,7.8875,0
812,S,3,male,39,0,0,24.15,0
813,S,2,male,35,0,0,10.5,0
814,S,3,female,6,4,2,31.275,0
815,S,3,male,30.5,0,0,8.05,0
816,S,1,male,,0,0,0,0
817,S,3,female,23,0,0,7.925,0
818,C,2,male,31,1,1,37.0042,0
819,S,3,male,43,0,0,6.45,0
820,S,3,male,10,3,2,27.9,0
821,S,1,female,52,1,1,93.5,1
822,S,3,male,27,0,0,8.6625,1
823,S,1,male,38,0,0,0,0
824,S,3,female,27,0,1,12.475,1
825,S,3,male,2,4,1,39.6875,0
826,Q,3,male,,0,0,6.95,0
827,S,3,male,,0,0,56.4958,0
828,C,2,male,1,0,2,37.0042,1
829,Q,3,male,,0,0,7.75,1
830,,1,female,62,0,0,80,1
831,C,3,female,15,1,0,14.4542,1
832,S,2,male,0.83,1,1,18.75,1
833,C,3,male,,0,0,7.2292,0
834,S,3,male,23,0,0,7.8542,0
835,S,3,male,18,0,0,8.3,0
836,C,1,female,39,1,1,83.1583,1
837,S,3,male,21,0,0,8.6625,0
838,S,3,male,,0,0,8.05,0
839,S,3,male,32,0,0,56.4958,1
840,C,1,male,,0,0,29.7,1
841,S,3,male,20,0,0,7.925,0
842,S,2,male,16,0,0,10.5,0
843,C,1,female,30,0,0,31,1
844,C,3,male,34.5,0,0,6.4375,0
845,S,3,male,17,0,0,8.6625,0
846,S,3,male,42,0,0,7.55,0
847,S,3,male,,8,2,69.55,0
848,C,3,male,35,0,0,7.8958,0
849,S,2,male,28,0,1,33,0
850,C,1,female,,1,0,89.1042,1
851,S,3,male,4,4,2,31.275,0
852,S,3,male,74,0,0,7.775,0
853,C,3,female,9,1,1,15.2458,0
854,S,1,female,16,0,1,39.4,1
855,S,2,female,44,1,0,26,0
856,S,3,female,18,0,1,9.35,1
857,S,1,female,45,1,1,164.8667,1
858,S,1,male,51,0,0,26.55,1
859,C,3,female,24,0,3,19.2583,1
860,C,3,male,,0,0,7.2292,0
861,S,3,male,41,2,0,14.1083,0
862,S,2,male,21,1,0,11.5,0
863,S,1,female,48,0,0,25.9292,1
864,S,3,female,,8,2,69.55,0
865,S,2,male,24,0,0,13,0
866,S,2,female,42,0,0,13,1
867,C,2,female,27,1,0,13.8583,1
868,S,1,male,31,0,0,50.4958,0
869,S,3,male,,0,0,9.5,0
870,S,3,male,4,1,1,11.1333,1
871,S,3,male,26,0,0,7.8958,0
872,S,1,female,47,1,1,52.5542,1
873,S,1,male,33,0,0,5,0
874,S,3,male,47,0,0,9,0
875,C,2,female,28,1,0,24,1
876,C,3,female,15,0,0,7.225,1
877,S,3,male,20,0,0,9.8458,0
878,S,3,male,19,0,0,7.8958,0
879,S,3,male,,0,0,7.8958,0
880,C,1,female,56,0,1,83.1583,1
881,S,2,female,25,0,1,26,1
882,S,3,male,33,0,0,7.8958,0
883,S,3,female,22,0,0,10.5167,0
884,S,2,male,28,0,0,10.5,0
885,S,3,male,25,0,0,7.05,0
886,Q,3,female,39,0,5,29.125,0
887,S,2,male,27,0,0,13,0
888,S,1,female,19,0,0,30,1
889,S,3,female,,1,2,23.45,0
890,C,1,male,26,0,0,30,1
891,Q,3,male,32,0,0,7.75,0
